Probe Set Name	Description
236749_at	predicted gene 4907
236774_at	NA
236781_at	G-protein coupled receptor 119
236784_at	olfactory receptor 1320
236785_at	olfactory receptor 1321
236790_at	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B
236792_at	membrane magnesium transporter 1
236794_at	solute carrier family 9 (sodium/hydrogen exchanger), member 6
236798_at	G protein-coupled receptor 112
236844_at	predicted pseudogene 4910
236848_at	cDNA sequence BC023829
236852_at	melanoma antigen family A, 10
236891_at	melanoma antigen family B, 17, pseudogene
236899_at	phosphate cytidylyltransferase 1, choline, beta isoform
236900_at	pyruvate dehydrogenase kinase, isoenzyme 3
236904_at	kelch-like 15 (Drosophila)
236915_at	CDC42 guanine nucleotide exchange factor (GEF) 9
236920_at	START domain containing 8
236930_at	excision repair cross-complementing rodent repair deficiency complementation group 6 - like
237009_at	ubiquitin-conjugating enzyme E2D N-terminal like 1
237010_at	kelch-like 4 (Drosophila)
237029_at	RIKEN cDNA 4932411N23 gene
237038_at	NADPH oxidase 1
237052_at	transcription elongation factor A (SII)-like 1
237073_at	RNA binding motif protein 41
237082_at	nuclear transport factor 2-like export factor 2
237091_at	lipoma HMGIC fusion partner-like 1
237107_at	guanine nucleotide binding protein-like 3 (nucleolar)-like
237175_at	G protein-coupled receptor 64
237178_at	protein phosphatase with EF hand calcium-binding domain 1
237211_at	Fanconi anemia, complementation group B
237213_at	glycine receptor, alpha 2 subunit
237221_at	gem (nuclear organelle) associated protein 8
237222_at	oral-facial-digital syndrome 1 gene homolog (human)
237246_at	cDNA sequence BC022960
237253_at	low density lipoprotein receptor-related protein 11
237256_at	zinc finger CCCH type containing 12D
237300_at	predicted gene 4922
237310_at	interleukin 22 receptor, alpha 2
237313_at	interleukin 20 receptor, alpha
237320_at	aldehyde dehydrogenase 8 family, member A1
237336_at	TATA box binding protein-like 1
237339_at	l(3)mbt-like 3 (Drosophila)
237353_at	SH3 domain containing ring finger 3
237360_at	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14
237362_at	neuropeptide FF receptor 1
237387_at	leucine rich repeat containing 3
237397_at	C2 calcium-dependent domain containing 4C
237400_at	mex3 homolog D (C. elegans)
237403_at	leucine rich repeat and Ig domain containing 3
237411_at	zinc finger protein 938
237412_at	predicted gene 4924
237422_at	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)
237433_at	predicted gene 4925
237436_at	growth arrest-specific 2 like 3
237459_at	cyclin-dependent kinase 17
237465_at	coiled-coil domain containing 38
237500_at	transmembrane and tetratricopeptide repeat containing 3
237504_at	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9
237523_at	protein tyrosine phosphatase, receptor type, Q
237542_at	oxysterol binding protein-like 8
237553_at	TRH-degrading enzyme
237558_at	predicted gene 239
237560_at	leucine rich repeat containing 10
237611_at	SH3 and cysteine rich domain 3
237615_at	ankyrin repeat domain 52
237625_at	phospholipase A2, group III
237636_at	NPC1-like 1
237694_at	4932414J04 protein
237711_at	echinoderm microtubule associated protein like 6
237716_at	G protein-coupled receptor 75
237730_at	fibrillarin-like 1
237754_at	butyrophilin-like 9
237758_at	zinc finger protein 454
237759_at	collagen, type XXIII, alpha 1
237761_at	sosondowah ankyrin repeat domain family member A
237769_at	predicted gene 12258
237775_at	zinc finger protein 867
237781_at	Smith-Magenis syndrome chromosome region, candidate 7 homolog (human)
237782_at	Smith-Magenis syndrome chromosome region, candidate 8 homolog (human)
237806_at	dynein, axonemal, heavy chain 9
237823_at	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)
237831_at	solute carrier family 13 (sodium-dependent citrate transporter), member 5
237847_at	reticulon 4 receptor-like 1
237858_at	tumor suppressor candidate 5
237859_at	coiled-coil domain containing 55
237860_at	slingshot homolog 2 (Drosophila)
237868_at	sterile alpha and HEAT/Armadillo motif containing 1
237877_at	ATPase family, AAA domain containing 5
237880_at	RIKEN cDNA 1700071K01 gene
237886_at	schlafen 9
237887_at	schlafen 10, pseudogene
23789_at	coronin, actin binding protein 1B
237891_at	growth arrest-specific 2 like 2
237898_at	ubiquitin specific peptidase 32
23790_at	coronin, actin binding protein 1C
237911_at	BRCA1 interacting protein C-terminal helicase 1
23792_at	a disintegrin and metallopeptidase domain 23
237926_at	radical S-adenosyl methionine domain containing 1
237928_at	phosphatase, orphan 1
23793_at	a disintegrin and metallopeptidase domain 25 (testase 2)
237930_at	tubulin tyrosine ligase-like family, member 6
237934_at	keratin 39
23794_at	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)
237940_at	amine oxidase, copper containing 2 (retina-specific)
237943_at	G patch domain containing 8
23795_at	anterior gradient 2 (Xenopus laevis)
237954_at	leucine rich repeat containing 37A
237958_at	RIKEN cDNA 4933407P14 gene
23796_at	apelin receptor
23797_at	thymoma viral proto-oncogene 3
237979_at	sidekick homolog 2 (chicken)
237987_at	otopetrin 2
237988_at	cerebellar degeneration-related protein 2-like
23801_at	arachidonate lipoxygenase 3
238011_at	ectonucleotide pyrophosphatase/phosphodiesterase 7
23802_at	autocrine motility factor receptor
238021_at	fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus)
238023_at	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing
238024_at	fructosamine 3 kinase related protein
238037_at	cDNA sequence BC068281
23805_at	adenomatosis polyposis coli 2
238055_at	apolipoprotein B
238057_at	growth differentiation factor 7
23806_at	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)
23807_at	ariadne homolog 2 (Drosophila)
238076_at	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3
23808_at	ash2 (absent, small, or homeotic)-like (Drosophila)
238123_at	component of oligomeric golgi complex 5
238130_at	dedicator of cytokinesis 4
238161_at	A kinase (PRKA) anchor protein 6
238205_at	leucine rich repeat and fibronectin type III domain containing 5
23821_at	beta-site APP cleaving enzyme 1
238217_at	ribosomal protein L10-like
238247_at	AT rich interactive domain 4A (RBP1-like)
23825_at	barrier to autointegration factor 1
238252_at	G protein-coupled receptor 135
238257_at	transmembrane protein 30B
238266_at	synaptotagmin XVI
23827_at	bisphosphate 3'-nucleotidase 1
238271_at	potassium voltage-gated channel, subfamily H (eag-related), member 5
238276_at	A kinase (PRKA) anchor protein 5
23828_at	blood vessel epicardial substance
23829_at	complement component 1, q subcomponent-like 1
23830_at	calpain 10
23831_at	carbonic anhydrase 14
238317_at	RIKEN cDNA C130039O16 gene
23832_at	chemokine (C motif) receptor 1
238323_at	ribosomal protein S6 kinase-like 1
238328_at	vasohibin 1
23833_at	CD52 antigen
238330_at	RIKEN cDNA 6430527G18 gene
238331_at	zinc finger, DHHC-type containing 22
23834_at	cell division cycle 6
23836_at	cadherin 20
23837_at	craniofacial development protein 1
238377_at	G protein-coupled receptor 68
238384_at	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
238386_at	BTB (POZ) domain containing 7
238393_at	serine (or cysteine) peptidase inhibitor, clade A, member 3F
238405_at	a disintegrin and metallopeptidase domain 6B
238406_at	a disintegrin and metallopeptidase domain 6A
23844_at	chloride channel calcium activated 3
238447_at	immunoglobulin heavy constant alpha
23845_at	C-type lectin domain family 5, member a
238455_at	metastasis associated in colon cancer 1
238463_at	tubulin, alpha-like 3
23849_at	Kruppel-like factor 6
23850_at	pappalysin 2
238505_at	5-methyltetrahydrofolate-homocysteine methyltransferase
23853_at	differentially expressed in FDCP 6
23854_at	differentially expressed in FDCP 8
238555_at	butyrophilin, subfamily 2, member A2
23856_at	death inducer-obliterator 1
238564_at	myosin light chain kinase family, member 4
238568_at	serine (or cysteine) peptidase inhibitor, clade B, member 6d
23857_at	cyclin D binding myb-like transcription factor 1
23859_at	discs, large homolog 2 (Drosophila)
23863_at	DAN domain family, member 5
238663_at	family with sequence similarity 75, member D1D
238673_at	zinc finger protein 367
238680_at	contactin associated protein-like 3
238683_at	family with sequence similarity 75, member D1C
238690_at	zinc finger protein 458
238692_at	zinc finger protein 874a
238693_at	zinc finger protein 58
23871_at	E26 avian leukemia oncogene 1, 5' domain
23872_at	E26 avian leukemia oncogene 2, 3' domain
238722_at	zinc finger protein 72
238725_at	G protein-coupled receptor 150
238726_at	family with sequence similarity 81, member B
23873_at	Fas apoptotic inhibitory molecule
23874_at	phenylalanyl-tRNA synthetase, beta subunit
23876_at	fibulin 5
23877_at	Flt3 interacting zinc finger protein 1
23879_at	fragile X mental retardation, autosomal homolog 2
238799_at	transportin 1
23880_at	FYN binding protein
238803_at	zinc finger protein 366
23881_at	GTPase activating protein (SH3 domain) binding protein 2
23882_at	growth arrest and DNA-damage-inducible 45 gamma
238829_at	predicted gene 4937
238831_at	peptidylprolyl isomerase domain and WD repeat containing 1
23885_at	germ cell-less homolog 1 (Drosophila)
23886_at	growth differentiation factor 15
23887_at	gamma-glutamyltransferase 5
238871_at	phosphodiesterase 4D, cAMP specific
238875_at	Grb2-binding adaptor, transmembrane
23888_at	glypican 6
238880_at	actin, beta-like 2
238896_at	cell division cycle 20B
23890_at	G protein-coupled receptor 34
23892_at	gremlin 1
23893_at	gremlin 2 homolog, cysteine knot superfamily (Xenopus laevis)
238939_at	predicted gene 281
23894_at	general transcription factor II H, polypeptide 2
238988_at	ELKS/RAB6-interacting/CAST family member 2
23900_at	hematopoietic cell signal transducer
239017_at	oxoglutarate dehydrogenase-like
239027_at	Rho GTPase activating protein 22
239029_at	anthrax toxin receptor-like
239036_at	RIKEN cDNA 4930596D02 gene
239037_at	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1
239038_at	leucine-rich repeat, immunoglobulin-like and transmembrane domains 2
23908_at	heparan sulfate 2-O-sulfotransferase 1
239081_at	toll-like receptor 11
239083_at	cyclin B1 interacting protein 1
239096_at	cadherin-like 24
239099_at	homeodomain leucine zipper-encoding gene
239102_at	zinc finger homeobox 2
239114_at	interleukin 17D
23912_at	ras homolog gene family, member f
239122_at	SET domain, bifurcated 2
239126_at	C1q and tumor necrosis factor related protein 9
239133_at	deleted in lymphocytic leukemia, 7
239134_at	guanylate cyclase 1, soluble, beta 2
239157_at	paraneoplastic antigen MA2
23917_at	inosine 5'-phosphate dehydrogenase 1
239170_at	family with sequence similarity 160, member B2
239188_at	ecto-NOX disulfide-thiol exchanger 1
23919_at	insulin-like 5
23920_at	insulin receptor-related receptor
23921_at	SH2B adaptor protein 2
239217_at	potassium channel tetramerisation domain containing 12
23922_at	jumping translocation breakpoint
23923_at	aminoadipate aminotransferase
23924_at	katanin p60 (ATPase-containing) subunit A1
23925_at	Kell blood group
239250_at	SLIT and NTRK-like family, member 6
23927_at	keratin associated protein 14
239273_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 4
23928_at	laminin gamma 3
239283_at	oxoglutarate (alpha-ketoglutarate) receptor 1
239318_at	phosphatidylinositol-specific phospholipase C, X domain containing 3
239319_at	caspase recruitment domain family, member 6
239336_at	relaxin family peptide receptor 3
239337_at	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12
23934_at	lymphocyte antigen 6 complex, locus H
23936_at	Ly6/neurotoxin 1
239364_at	testis-specific protein, Y-encoded-like 5
239368_at	cDNA sequence BC030476
23937_at	mab-21-like 2 (C. elegans)
23938_at	mitogen-activated protein kinase kinase 5
23939_at	mitogen-activated protein kinase 7
239393_at	low density lipoprotein-related protein 12
239405_at	R-spondin 2 homolog (Xenopus laevis)
239408_at	transmembrane protein 74
239410_at	Smg-5 homolog, nonsense mediated mRNA decay factor pseudogene
23942_at	metastasis-associated gene family, member 2
239420_at	CUB and Sushi multiple domains 3
23943_at	extended synaptotagmin-like protein 1
239435_at	alanine and arginine rich domain containing protein
239436_at	solute carrier family 30 (zinc transporter), member 8
239447_at	collectin sub-family member 10
23945_at	monoglyceride lipase
239463_at	family with sequence similarity 83, member A
23947_at	midline 2
23948_at	matrix metallopeptidase 17
23950_at	DnaJ (Hsp40) homolog, subfamily B, member 6
239510_at	PHD finger protein 20-like 1
239528_at	eukaryotic translation initiation factor 2C, 2
239530_at	G protein-coupled receptor 20
23954_at	NIMA (never in mitosis gene a)-related expressed kinase 3
239546_at	zinc finger protein 647
23955_at	NIMA (never in mitosis gene a)-related expressed kinase 4
239552_at	apolipoprotein L 8
239554_at	FAD-dependent oxidoreductase domain containing 2
239555_at	Smith-Magenis syndrome chromosome region, candidate 7-like (human)
239556_at	calcium channel, voltage-dependent, alpha 1I subunit
239559_at	alpha 1,4-galactosyltransferase
23956_at	neuraminidase 2
23957_at	nuclear receptor subfamily 0, group B, member 2
239570_at	tetratricopeptide repeat domain 38
23958_at	nuclear receptor subfamily 2, group E, member 3
23959_at	5' nucleotidase, ecto
239591_at	tubulin tyrosine ligase-like family, member 8
23960_at	2'-5' oligoadenylate synthetase 1G
239606_at	solute carrier family 2 (facilitated glucose transporter), member 13
23961_at	2'-5' oligoadenylate synthetase 1B
239611_at	mucin 19
239618_at	PDZ domain containing RING finger 4
23962_at	2'-5' oligoadenylate synthetase-like 2
23963_at	odd Oz/ten-m homolog 1 (Drosophila)
23964_at	odd Oz/ten-m homolog 2 (Drosophila)
239647_at	family with sequence similarity 113, member B
23965_at	odd Oz/ten-m homolog 3 (Drosophila)
239650_at	expressed sequence AI836003
239652_at	zinc finger protein 641
239659_at	complement component 1, q subcomponent-like 4
23966_at	odd Oz/ten-m homolog 4 (Drosophila)
239667_at	DIP2 disco-interacting protein 2 homolog B (Drosophila)
23967_at	odd-skipped related 1 (Drosophila)
239673_at	RIKEN cDNA 4732456N10 gene
23968_at	NLR family, pyrin domain containing 5
23969_at	protein kinase C and casein kinase substrate in neurons 1
239691_at	expressed sequence AU021092
23970_at	protein kinase C and casein kinase substrate in neurons 2
239706_at	methyltransferase like 22
23971_at	3'-phosphoadenosine 5'-phosphosulfate synthase 1
239719_at	MKL/myocardin-like 2
23972_at	3'-phosphoadenosine 5'-phosphosulfate synthase 2
239731_at	RIMS binding protein 3
239739_at	lysosomal-associated membrane protein 3
239743_at	kelch-like 6 (Drosophila)
239759_at	lipase, member H
239760_at	predicted pseudogene 4943
239766_at	receptor transporter protein 1
239789_at	predicted gene 606
239790_at	osteocrin
239796_at	RIKEN cDNA 1600021P15 gene
23980_at	phosphatidylethanolamine binding protein 1
239827_at	phosphatidylinositol glycan anchor biosynthesis, class Z
23983_at	poly(rC) binding protein 1
239833_at	leishmanolysin-like (metallopeptidase M8 family)
239839_at	coiled-coil domain containing 14
23984_at	phosphodiesterase 10A
239845_at	G protein-coupled receptor 156
239849_at	CD200 receptor 4
23985_at	solute carrier family 26, member 4
239852_at	zona pellucida like domain containing 1
239853_at	G protein-coupled receptor 128
239857_at	cell adhesion molecule 2
23986_at	enoyl-Coenzyme A delta isomerase 2
23988_at	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1
23989_at	mediator complex subunit 24
23991_at	calcium and integrin binding 1 (calmyrin)
23992_at	protein kinase, interferon inducible double stranded RNA dependent activator
23993_at	kallikrein related-peptidase 7 (chymotryptic, stratum corneum)
239931_at	claudin 17
239932_at	keratin associated protein 24-1
23994_at	DAZ associated protein 2
23996_at	proteasome (prosome, macropain) 26S subunit, ATPase, 4
23997_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
239985_at	AT rich interactive domain 1B (SWI-like)
23999_at	twinfilin, actin-binding protein, homolog 2 (Drosophila)
24000_at	protein tyrosine phosphatase, non-receptor type 21
24001_at	T cell lymphoma invasion and metastasis 2
240023_at	poly(A)-specific ribonuclease (PARN)-like domain containing 1
240025_at	dapper homolog 2, antagonist of beta-catenin (xenopus)
240028_at	leucyl/cystinyl aminopeptidase
240034_at	zinc finger protein 760
24004_at	retinoic acid induced 2
240041_at	zinc finger protein 945
240047_at	matrix metallopeptidase 25
240054_at	RIKEN cDNA gene D630044L22 gene
240055_at	neuralized homolog 1b (Drosophila)
240057_at	synaptic Ras GTPase activating protein 1 homolog (rat)
240058_at	copine V
240063_at	zinc finger protein 811
240064_at	zinc finger protein 799
240066_at	zinc finger protein 870
240067_at	zinc finger protein 952
240068_at	zinc finger protein 563
240069_at	microrchidia 2B
240084_at	coiled-coil alpha-helical rod protein 1
240087_at	mediator of DNA damage checkpoint 1
240095_at	histocompatibility 2, M region locus 5
24010_at	IK cytokine
240110_at	ribosomal protein L29 pseudogene
240119_at	beta galactoside alpha 2,6 sialyltransferase 2
24012_at	regulator of G protein signaling 7
240120_at	zinc finger protein 119b
240121_at	fibronectin type 3 and SPRY domain-containing protein
24013_at	G protein-coupled receptor kinase 1
240131_at	leucine rich repeat containing 30
24014_at	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)
24015_at	ATP-binding cassette, sub-family E (OABP), member 1
240156_at	predicted gene 4947
240168_at	RAS, guanyl releasing protein 3
24017_at	ring finger protein 13
240174_at	thyroid adenoma associated
24018_at	RNA guanylyltransferase and 5'-phosphatase
240185_at	RIKEN cDNA 9430020K01 gene
240186_at	zinc finger protein 438
240215_at	solute carrier family 4, sodium bicarbonate cotransporter, member 9
240216_at	Riken cDNA E230025N22 gene
240239_at	G protein-coupled receptor 151
240255_at	YTH domain containing 2
240261_at	coiled-coil domain containing 112
240263_at	fem-1 homolog c (C.elegans)
240283_at	Dmx-like 1
24030_at	mitochondrial ribosomal protein S12
240322_at	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19
240327_at	predicted gene 4951
240332_at	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7
240334_at	prenylcysteine oxidase 1 like
240354_at	mucosa associated lymphoid tissue lymphoma translocation gene 1
240396_at	mex3 homolog C (C. elegans)
240411_at	lipoxygenase homology domains 1
240427_at	SET binding protein 1
24044_at	secretory carrier membrane protein 2
240442_at	ADNP homeobox 2
240444_at	potassium voltage-gated channel, subfamily G, member 2
24045_at	secretory carrier membrane protein 3
24046_at	sodium channel, voltage-gated, type XI, alpha
240476_at	zinc finger protein 407
240479_at	family with sequence similarity 69, member C
24050_at	septin 3
240505_at	CDC42 binding protein kinase gamma (DMPK-like)
24051_at	sarcoglycan, beta (dystrophin-associated glycoprotein)
240514_at	coiled-coil domain containing 85B
240518_at	pellino 3
24052_at	sarcoglycan, delta (dystrophin-associated glycoprotein)
24053_at	sarcoglycan, gamma (dystrophin-associated glycoprotein)
240549_at	predicted gene 4952
24055_at	SH3-domain binding protein 2
24056_at	SH3-domain binding protein 5 (BTK-associated)
24057_at	Sh3 domain YSC-like 1
24058_at	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
24059_at	solute carrier organic anion transporter family, member 2a1
240590_at	doublesex and mab-3 related transcription factor 3
240595_at	potassium channel, subfamily V, member 2
24060_at	solute carrier family 35 (CMP-sialic acid transporter), member 1
24061_at	structural maintenance of chromosomes 1A
240613_at	RIKEN cDNA 9930021J03 gene
240614_at	RAN binding protein 6
24063_at	sprouty homolog 1 (Drosophila)
240633_at	lipase, family member K
240638_at	solute carrier family 16 (monocarboxylic acid transporters), member 12
24064_at	sprouty homolog 2 (Drosophila)
240641_at	kinesin family member 20B
24066_at	sprouty homolog 4 (Drosophila)
240660_at	transmembrane protein 20
240665_at	cyclin J
240667_at	Sec31 homolog B (S. cerevisiae)
240672_at	dual specificity phosphatase 5
240675_at	von Willebrand factor A domain containing 2
24068_at	steroid receptor RNA activator 1
24069_at	suppressor of fused homolog (Drosophila)
240690_at	suppression of tumorigenicity 18
240697_at	RIKEN cDNA 6030422M02 gene
24070_at	mannose-P-dolichol utilization defect 1
24071_at	synaptojanin 2 binding protein
240725_at	sulfatase 1
240726_at	solute carrier organic anion transporter family, member 5A1
24074_at	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor
24075_at	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor
240752_at	phosphoinositide-3-kinase, class 2, beta polypeptide
240753_at	pleckstrin homology domain containing, family A member 6
240754_at	lymphocyte transmembrane adaptor 1
240755_at	RIKEN cDNA 4933406M09 gene
240756_at	kelch-like 12 (Drosophila)
240776_at	potassium channel, subfamily T, member 2
240816_at	regulator of G-protein signaling like 1
240817_at	RIKEN cDNA 5830403L16 gene
240819_at	transmembrane epididymal protein 1
24082_at	predicted gene, Gm16516
24083_at	predicted gene, Gm16515
240832_at	torsin A interacting protein 2
24084_at	tektin 2
240843_at	family with sequence similarity 5, member B
24086_at	tousled-like kinase 2 (Arabidopsis)
240869_at	zinc finger and BTB domain containing 37
24087_at	tolloid-like 2
240873_at	tumor necrosis factor (ligand) superfamily, member 18
240879_at	methyltransferase like 11B
24088_at	toll-like receptor 2
240880_at	SCY1-like 3 (S. cerevisiae)
240888_at	G protein-coupled receptor 161
240892_at	dual specificity phosphatase 27 (putative)
240894_at	flavin containing monooxygenase 9
240899_at	leucine rich repeat containing 52
240913_at	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4
240916_at	V-set and immunoglobulin domain containing 8
240921_at	predicted gene 4955
240960_at	dynein, axonemal, heavy chain 14
24099_at	tumor necrosis factor (ligand) superfamily, member 13b
24100_at	transmembrane protein, adipocyte asscociated 1
24102_at	three prime repair exonuclease 2
241035_at	polycystic kidney and hepatic disease 1
241041_at	predicted gene 4956
24105_at	RanBP-type and C3HC4-type zinc finger containing 1
241062_at	post-GPI attachment to proteins 1
241066_at	calcium response factor
241070_at	G protein-coupled receptor 1
241073_at	dystrotelin
241075_at	pleckstrin homology domain containing, family M, member 3
24108_at	ubiquitin D
24109_at	ubiquitin-like 3
24110_at	ubiquitin specific peptidase 18
24111_at	urotensin 2
241112_at	predicted gene 216
241113_at	protein kinase, AMP-activated, gamma 3 non-catatlytic subunit
241116_at	coiled-coil domain containing 108
241118_at	amiloride-sensitive cation channel 4, pituitary
24112_at	vomeronasal 1, receptor 49
241128_at	family with sequence similarity 124, member B
24113_at	ventral anterior homeobox containing gene 2
241134_at	RIKEN cDNA 9430031J16 gene
24115_at	bestrophin 1
241158_at	ankyrin repeat and MYND domain containing 1
241159_at	sialidase 4
24116_at	Wolf-Hirschhorn syndrome candidate 2 (human)
24117_at	Wnt inhibitory factor 1
241175_at	contactin associated protein-like 5B
241196_at	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13
241197_at	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10
241201_at	cadherin 7, type 2
241226_at	integrin alpha 8
241230_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
241263_at	G protein-coupled receptor 158
24127_at	5'-3' exoribonuclease 1
241274_at	patatin-like phospholipase domain containing 7
241275_at	NADPH oxidase activator 1
24128_at	5'-3' exoribonuclease 2
241289_at	protein phosphatase 1, regulatory subunit 26
241296_at	leucine rich repeat containing 8A
241303_at	family with sequence similarity 78, member A
241308_at	Ral GEF with PH domain and SH3 binding motif 1
24131_at	LIM domain binding 3
241311_at	zinc finger and BTB domain containing 34
24132_at	zinc finger protein 53
241322_at	zinc finger and BTB domain containing 6
241324_at	crumbs homolog 2 (Drosophila)
241327_at	olfactomedin-like 2A
24135_at	zinc finger protein 68
24136_at	zinc finger E-box binding homeobox 2
241391_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5
241431_at	xin actin-binding repeat containing 2
241447_at	LAG1 homolog, ceramide synthase 6
241452_at	dehydrogenase/reductase (SDR family) member 9
241489_at	phosphodiesterase 11A
241490_at	RNA binding motif protein 45
241494_at	zinc finger protein 385B
241514_at	zinc finger protein 804A
241516_at	fibrous sheath-interacting protein 2
241520_at	family with sequence similarity 171, member B
241525_at	yippee-like 4 (Drosophila)
241528_at	leucine rich repeat containing 55
241547_at	harbinger transposase derived 1
241556_at	tetraspanin 18
241568_at	leucine rich repeat containing 4C
241576_at	low density lipoprotein receptor class A domain containing 3
241589_at	RIKEN cDNA D430041D05 gene
241593_at	peptidylprolyl cis/trans isomerase, NIMA-interacting 1, pseudogene 1
241612_at	solute carrier family 5 (sodium/glucose cotransporter), member 12
241621_at	predicted gene 13981
241624_at	exonuclease 3'-5' domain containing 1
241627_at	WD repeat domain 76
241633_at	ATPase, class I, type 8B, member 4
241634_at	predicted gene 355
241636_at	transglutaminase 6
241638_at	ProSAPiP1 protein
241639_at	fermitin family homolog 1 (Drosophila)
241656_at	p21 protein (Cdc42/Rac)-activated kinase 7
241688_at	RIKEN cDNA 6330439K17 gene
241694_at	Ral GTPase activating protein, alpha subunit 2 (catalytic)
241727_at	syntaphilin
241732_at	TSPY-like 3
241764_at	l(3)mbt-like (Drosophila)
241769_at	potassium channel, subfamily K, member 15
241770_at	regulating synaptic membrane exocytosis 4
241794_at	potassium voltage-gated channel, subfamily G, member 1
241846_at	LSM14 homolog B (SCD6, S. cerevisiae)
241850_at	abhydrolase domain containing 16B
241877_at	solute carrier family 10 (sodium/bile acid cotransporter family), member 5
241915_at	polyhomeotic-like 3 (Drosophila)
241919_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14
241943_at	coiled-coil domain containing 144B
241950_at	Bardet-Biedl syndrome 12 (human)
241989_at	poly(A) binding protein, cytoplasmic 4-like
242022_at	Fras1 related extracellular matrix protein 2
242037_at	predicted gene 410
242050_at	immunoglobulin superfamily, member 10
242083_at	protein phosphatase 1 (formerly 2C)-like
242093_at	relaxin family peptide receptor 4
242100_at	peptidoglycan recognition protein 3
242109_at	zinc finger protein 697
242122_at	V-set domain containing T cell activation inhibitor 1
242125_at	mab-21-like 3 (C. elegans)
242126_at	solute carrier family 22 (organic anion/cation transporter), member 15
242151_at	potassium voltage-gated channel, shaker-related subfamily, member 10
242202_at	phosphodiesterase 5A, cGMP-specific
242235_at	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3
242248_at	B cell scaffold protein with ankyrin repeats 1
242253_at	WD repeat domain 63
242259_at	solute carrier family 44, member 5
242274_at	leucine rich repeat containing 7
242285_at	short chain dehydrogenase/reductase family 16C, member 5
242286_at	short chain dehydrogenase/reductase family 16C, member 6
242291_at	inositol monophosphatase domain containing 1
242297_at	family with sequence similarity 110, member B
242316_at	growth differentiation factor 6
242341_at	ATPase, H+ transporting, lysosomal V0 subunit D2
242362_at	mannosidase, endo-alpha
242377_at	peptidase M20 domain containing 2
242384_at	leucine rich repeat and Ig domain containing 2
242406_at	RGP1 retrograde golgi transport homolog (S. cerevisiae)
242408_at	RIKEN cDNA 4930412F15 gene
242409_at	transmembrane protein 8B
242418_at	DDB1 and CUL4 associated factor 10
242425_at	gamma-aminobutyric acid (GABA) B receptor, 2
242443_at	glutamate receptor ionotropic, NMDA3A
242466_at	zinc finger protein 462
242474_at	transmembrane 245
242481_at	paralemmin 2
242484_at	RIKEN cDNA D630039A03 gene
242505_at	RAS and EF hand domain containing
242506_at	FERM domain containing 3
242509_at	basonuclin 2
242517_at	predicted gene 12597
242519_at	interferon alpha 12
242521_at	kelch-like 9 (Drosophila)
242523_at	doublesex and mab-3 related transcription factor like family A1
242546_at	cytochrome P450, family 2, subfamily j, polypeptide 12
242553_at	KN motif and ankyrin repeat domains 4
242557_at	autophagy related 4C, cysteine peptidase
242570_at	ribonucleoprotein, PTB-binding 2
242574_at	RIKEN cDNA C130073F10 gene
242584_at	WD repeat domain 78
242585_at	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1
242594_at	RIKEN cDNA 1700024P16 gene
242602_at	cDNA sequence BC055111
242603_at	CUB domain containing protein 2
242607_at	solute carrier family 1 (glutamate transporter), member 7
242608_at	podocan
242620_at	doublesex and mab-3 related transcription factor like family A2
242642_at	4-hydroxyphenylpyruvate dioxygenase-like
242646_at	Tctex1 domain containing 4
242653_at	claudin 19
242662_at	regulating synaptic membrane exocytosis 3
242667_at	discs, large (Drosophila) homolog-associated protein 3
